ID, x, y, ux, uy, damage
591,-24.5,5.5,0,0,0
592,-24.5,6.5,0,0,0
593,-24.5,7.5,0,0,0
594,-24.5,8.5,0,0,0
595,-24.5,9.5,0,0,0
596,-24.5,10.5,0,0,0
597,-24.5,11.5,0,0,0
598,-24.5,12.5,0,0,0
599,-24.5,13.5,0,0,0
644,-23.5,2.5,0,0,0
645,-23.5,3.5,0,0,0
646,-23.5,4.5,0,0,0
647,-23.5,5.5,0,0,0
648,-23.5,6.5,0,0,0
649,-23.5,7.5,0,0,0
650,-23.5,8.5,0,0,0
651,-23.5,9.5,0,0,0
652,-23.5,10.5,0,0,0
653,-23.5,11.5,0,0,0
654,-23.5,12.5,0,0,0
655,-23.5,13.5,0,0,0
700,-22.5,2.5,0,0,0
701,-22.5,3.5,0,0,0
702,-22.5,4.5,0,0,0
703,-22.5,5.5,0,0,0
704,-22.5,6.5,0,0,0
705,-22.5,7.5,0,0,0
706,-22.5,8.5,0,0,0
707,-22.5,9.5,0,0,0
708,-22.5,10.5,0,0,0
709,-22.5,11.5,0,0,0
710,-22.5,12.5,0,0,0
711,-22.5,13.5,0,0,0
712,-22.5,14.5,0,0,0
756,-21.5,2.5,0,0,0
757,-21.5,3.5,0,0,0
758,-21.5,4.5,0,0,0
759,-21.5,5.5,0,0,0
760,-21.5,6.5,0,0,0
761,-21.5,7.5,0,0,0
762,-21.5,8.5,0,0,0
763,-21.5,9.5,0,0,0
764,-21.5,10.5,0,0,0
765,-21.5,11.5,0,0,0
766,-21.5,12.5,0,0,0
767,-21.5,13.5,0,0,0
768,-21.5,14.5,0,0,0
812,-20.5,2.5,0,0,0
813,-20.5,3.5,0,0,0
814,-20.5,4.5,0,0,0
815,-20.5,5.5,0,0,0
816,-20.5,6.5,0,0,0
817,-20.5,7.5,0,0,0
818,-20.5,8.5,0,0,0
819,-20.5,9.5,0,0,0
820,-20.5,10.5,0,0,0
821,-20.5,11.5,0,0,0
822,-20.5,12.5,0,0,0
823,-20.5,13.5,0,0,0
824,-20.5,14.5,0,0,0
868,-19.5,2.5,0,0,0
869,-19.5,3.5,0,0,0
870,-19.5,4.5,0,0,0
871,-19.5,5.5,0,0,0
872,-19.5,6.5,0,0,0
873,-19.5,7.5,0,0,0
874,-19.5,8.5,0,0,0
875,-19.5,9.5,0,0,0
876,-19.5,10.5,0,0,0
877,-19.5,11.5,0,0,0
878,-19.5,12.5,0,0,0
879,-19.5,13.5,0,0,0
880,-19.5,14.5,0,0,0
924,-18.5,2.5,0,0,0
925,-18.5,3.5,0,0,0
926,-18.5,4.5,0,0,0
927,-18.5,5.5,0,0,0
928,-18.5,6.5,0,0,0
929,-18.5,7.5,0,0,0
930,-18.5,8.5,0,0,0
931,-18.5,9.5,0,0,0
932,-18.5,10.5,0,0,0
933,-18.5,11.5,0,0,0
934,-18.5,12.5,0,0,0
935,-18.5,13.5,0,0,0
936,-18.5,14.5,0,0,0
983,-17.5,1.5,0,0,0
984,-17.5,2.5,0,0,0
985,-17.5,3.5,0,0,0
986,-17.5,4.5,0,0,0
987,-17.5,5.5,0,0,0
988,-17.5,6.5,0,0,0
989,-17.5,7.5,0,0,0
990,-17.5,8.5,0,0,0
991,-17.5,9.5,0,0,0
992,-17.5,10.5,0,0,0
993,-17.5,11.5,0,0,0
994,-17.5,12.5,0,0,0
995,-17.5,13.5,0,0,0
996,-17.5,14.5,0,0,0
997,-17.5,15.5,0,0,0
1043,-16.5,1.5,0,0,0
1044,-16.5,2.5,0,0,0
1045,-16.5,3.5,0,0,0
1046,-16.5,4.5,0,0,0
1047,-16.5,5.5,0,0,0
1048,-16.5,6.5,0,0,0
1049,-16.5,7.5,0,0,0
1050,-16.5,8.5,0,0,0
1051,-16.5,9.5,0,0,0
1052,-16.5,10.5,0,0,0
1053,-16.5,11.5,0,0,0
1054,-16.5,12.5,0,0,0
1055,-16.5,13.5,0,0,0
1056,-16.5,14.5,0,0,0
1057,-16.5,15.5,0,0,0
1104,-15.5,2.5,0,0,0
1105,-15.5,3.5,0,0,0
1106,-15.5,4.5,0,0,0
1107,-15.5,5.5,0,0,0
1108,-15.5,6.5,0,0,0
1109,-15.5,7.5,0,0,0
1110,-15.5,8.5,0,0,0
1111,-15.5,9.5,0,0,0
1112,-15.5,10.5,0,0,0
1113,-15.5,11.5,0,0,0
1114,-15.5,12.5,0,0,0
1115,-15.5,13.5,0,0,0
1116,-15.5,14.5,0,0,0
1117,-15.5,15.5,0,0,0
1118,-15.5,16.5,0,0,0
1164,-14.5,2.5,0,0,0
1165,-14.5,3.5,0,0,0
1166,-14.5,4.5,0,0,0
1167,-14.5,5.5,0,0,0
1168,-14.5,6.5,0,0,0
1169,-14.5,7.5,0,0,0
1170,-14.5,8.5,0,0,0
1171,-14.5,9.5,0,0,0
1172,-14.5,10.5,0,0,0
1173,-14.5,11.5,0,0,0
1174,-14.5,12.5,0,0,0
1175,-14.5,13.5,0,0,0
1176,-14.5,14.5,0,0,0
1177,-14.5,15.5,0,0,0
1178,-14.5,16.5,0,0,0
1224,-13.5,2.5,0,0,0
1225,-13.5,3.5,0,0,0
1226,-13.5,4.5,0,0,0
1227,-13.5,5.5,0,0,0
1228,-13.5,6.5,0,0,0
1229,-13.5,7.5,0,0,0
1230,-13.5,8.5,0,0,0
1231,-13.5,9.5,0,0,0
1232,-13.5,10.5,0,0,0
1233,-13.5,11.5,0,0,0
1234,-13.5,12.5,0,0,0
1235,-13.5,13.5,0,0,0
1236,-13.5,14.5,0,0,0
1237,-13.5,15.5,0,0,0
1285,-12.5,3.5,0,0,0
1286,-12.5,4.5,0,0,0
1287,-12.5,5.5,0,0,0
1288,-12.5,6.5,0,0,0
1289,-12.5,7.5,0,0,0
1290,-12.5,8.5,0,0,0
1291,-12.5,9.5,0,0,0
1292,-12.5,10.5,0,0,0
1293,-12.5,11.5,0,0,0
1294,-12.5,12.5,0,0,0
1295,-12.5,13.5,0,0,0
1296,-12.5,14.5,0,0,0
1297,-12.5,15.5,0,0,0
1345,-11.5,3.5,0,0,0
1346,-11.5,4.5,0,0,0
1347,-11.5,5.5,0,0,0
1348,-11.5,6.5,0,0,0
1349,-11.5,7.5,0,0,0
1350,-11.5,8.5,0,0,0
1351,-11.5,9.5,0,0,0
1352,-11.5,10.5,0,0,0
1353,-11.5,11.5,0,0,0
1354,-11.5,12.5,0,0,0
1355,-11.5,13.5,0,0,0
1356,-11.5,14.5,0,0,0
1405,-10.5,3.5,0,0,0
1406,-10.5,4.5,0,0,0
1407,-10.5,5.5,0,0,0
1408,-10.5,6.5,0,0,0
1409,-10.5,7.5,0,0,0
1410,-10.5,8.5,0,0,0
1411,-10.5,9.5,0,0,0
1412,-10.5,10.5,0,0,0
1413,-10.5,11.5,0,0,0
1414,-10.5,12.5,0,0,0
1415,-10.5,13.5,0,0,0
1466,-9.5,4.5,0,0,0
1467,-9.5,5.5,0,0,0
1468,-9.5,6.5,0,0,0
1469,-9.5,7.5,0,0,0
1470,-9.5,8.5,0,0,0
1471,-9.5,9.5,0,0,0
1472,-9.5,10.5,0,0,0
1473,-9.5,11.5,0,0,0
1474,-9.5,12.5,0,0,0
1526,-8.5,4.5,0,0,0
1527,-8.5,5.5,0,0,0
1528,-8.5,6.5,0,0,0
1529,-8.5,7.5,0,0,0
1530,-8.5,8.5,0,0,0
1531,-8.5,9.5,0,0,0
1532,-8.5,10.5,0,0,0
1533,-8.5,11.5,0,0,0
1534,-8.5,12.5,0,0,0
1586,-7.5,4.5,0,0,0
1587,-7.5,5.5,0,0,0
1588,-7.5,6.5,0,0,0
1589,-7.5,7.5,0,0,0
1590,-7.5,8.5,0,0,0
1591,-7.5,9.5,0,0,0
1592,-7.5,10.5,0,0,0
1593,-7.5,11.5,0,0,0
1647,-6.5,5.5,0,0,0
1648,-6.5,6.5,0,0,0
1649,-6.5,7.5,0,0,0
1650,-6.5,8.5,0,0,0
1651,-6.5,9.5,0,0,0
1652,-6.5,10.5,0,0,0
1707,-5.5,5.5,0,0,0
1708,-5.5,6.5,0,0,0
1709,-5.5,7.5,0,0,0
1710,-5.5,8.5,0,0,0
1711,-5.5,9.5,0,0,0
448,-26.5,-29.5,0,0,0
504,-25.5,-29.5,0,0,0
505,-25.5,-28.5,0,0,0
506,-25.5,-27.5,0,0,0
507,-25.5,-26.5,0,0,0
508,-25.5,-25.5,0,0,0
509,-25.5,-24.5,0,0,0
560,-24.5,-29.5,0,0,0
561,-24.5,-28.5,0,0,0
562,-24.5,-27.5,0,0,0
563,-24.5,-26.5,0,0,0
564,-24.5,-25.5,0,0,0
565,-24.5,-24.5,0,0,0
566,-24.5,-23.5,0,0,0
567,-24.5,-22.5,0,0,0
568,-24.5,-21.5,0,0,0
616,-23.5,-29.5,0,0,0
617,-23.5,-28.5,0,0,0
618,-23.5,-27.5,0,0,0
619,-23.5,-26.5,0,0,0
620,-23.5,-25.5,0,0,0
621,-23.5,-24.5,0,0,0
622,-23.5,-23.5,0,0,0
623,-23.5,-22.5,0,0,0
624,-23.5,-21.5,0,0,0
625,-23.5,-20.5,0,0,0
626,-23.5,-19.5,0,0,0
672,-22.5,-29.5,0,0,0
673,-22.5,-28.5,0,0,0
674,-22.5,-27.5,0,0,0
675,-22.5,-26.5,0,0,0
676,-22.5,-25.5,0,0,0
677,-22.5,-24.5,0,0,0
678,-22.5,-23.5,0,0,0
679,-22.5,-22.5,0,0,0
680,-22.5,-21.5,0,0,0
681,-22.5,-20.5,0,0,0
682,-22.5,-19.5,0,0,0
683,-22.5,-18.5,0,0,0
684,-22.5,-17.5,0,0,0
728,-21.5,-29.5,0,0,0
729,-21.5,-28.5,0,0,0
730,-21.5,-27.5,0,0,0
731,-21.5,-26.5,0,0,0
732,-21.5,-25.5,0,0,0
733,-21.5,-24.5,0,0,0
734,-21.5,-23.5,0,0,0
735,-21.5,-22.5,0,0,0
736,-21.5,-21.5,0,0,0
737,-21.5,-20.5,0,0,0
738,-21.5,-19.5,0,0,0
739,-21.5,-18.5,0,0,0
740,-21.5,-17.5,0,0,0
741,-21.5,-16.5,0,0,0
784,-20.5,-29.5,0,0,0
785,-20.5,-28.5,0,0,0
786,-20.5,-27.5,0,0,0
787,-20.5,-26.5,0,0,0
788,-20.5,-25.5,0,0,0
789,-20.5,-24.5,0,0,0
790,-20.5,-23.5,0,0,0
791,-20.5,-22.5,0,0,0
792,-20.5,-21.5,0,0,0
793,-20.5,-20.5,0,0,0
794,-20.5,-19.5,0,0,0
795,-20.5,-18.5,0,0,0
796,-20.5,-17.5,0,0,0
797,-20.5,-16.5,0,0,0
798,-20.5,-15.5,0,0,0
799,-20.5,-14.5,0,0,0
840,-19.5,-29.5,0,0,0
841,-19.5,-28.5,0,0,0
842,-19.5,-27.5,0,0,0
843,-19.5,-26.5,0,0,0
844,-19.5,-25.5,0,0,0
845,-19.5,-24.5,0,0,0
846,-19.5,-23.5,0,0,0
847,-19.5,-22.5,0,0,0
848,-19.5,-21.5,0,0,0
849,-19.5,-20.5,0,0,0
850,-19.5,-19.5,0,0,0
851,-19.5,-18.5,0,0,0
852,-19.5,-17.5,0,0,0
853,-19.5,-16.5,0,0,0
854,-19.5,-15.5,0,0,0
855,-19.5,-14.5,0,0,0
856,-19.5,-13.5,0,0,0
857,-19.5,-12.5,0,0,0
896,-18.5,-29.5,0,0,0
897,-18.5,-28.5,0,0,0
898,-18.5,-27.5,0,0,0
899,-18.5,-26.5,0,0,0
900,-18.5,-25.5,0,0,0
901,-18.5,-24.5,0,0,0
902,-18.5,-23.5,0,0,0
903,-18.5,-22.5,0,0,0
904,-18.5,-21.5,0,0,0
905,-18.5,-20.5,0,0,0
906,-18.5,-19.5,0,0,0
907,-18.5,-18.5,0,0,0
908,-18.5,-17.5,0,0,0
909,-18.5,-16.5,0,0,0
910,-18.5,-15.5,0,0,0
911,-18.5,-14.5,0,0,0
912,-18.5,-13.5,0,0,0
952,-17.5,-29.5,0,0,0
953,-17.5,-28.5,0,0,0
954,-17.5,-27.5,0,0,0
955,-17.5,-26.5,0,0,0
956,-17.5,-25.5,0,0,0
957,-17.5,-24.5,0,0,0
958,-17.5,-23.5,0,0,0
959,-17.5,-22.5,0,0,0
960,-17.5,-21.5,0,0,0
961,-17.5,-20.5,0,0,0
962,-17.5,-19.5,0,0,0
963,-17.5,-18.5,0,0,0
964,-17.5,-17.5,0,0,0
965,-17.5,-16.5,0,0,0
966,-17.5,-15.5,0,0,0
967,-17.5,-14.5,0,0,0
968,-17.5,-13.5,0,0,0
1012,-16.5,-29.5,0,0,0
1013,-16.5,-28.5,0,0,0
1014,-16.5,-27.5,0,0,0
1015,-16.5,-26.5,0,0,0
1016,-16.5,-25.5,0,0,0
1017,-16.5,-24.5,0,0,0
1018,-16.5,-23.5,0,0,0
1019,-16.5,-22.5,0,0,0
1020,-16.5,-21.5,0,0,0
1021,-16.5,-20.5,0,0,0
1022,-16.5,-19.5,0,0,0
1023,-16.5,-18.5,0,0,0
1024,-16.5,-17.5,0,0,0
1025,-16.5,-16.5,0,0,0
1026,-16.5,-15.5,0,0,0
1027,-16.5,-14.5,0,0,0
1028,-16.5,-13.5,0,0,0
1072,-15.5,-29.5,0,0,0
1073,-15.5,-28.5,0,0,0
1074,-15.5,-27.5,0,0,0
1075,-15.5,-26.5,0,0,0
1076,-15.5,-25.5,0,0,0
1077,-15.5,-24.5,0,0,0
1078,-15.5,-23.5,0,0,0
1079,-15.5,-22.5,0,0,0
1080,-15.5,-21.5,0,0,0
1081,-15.5,-20.5,0,0,0
1082,-15.5,-19.5,0,0,0
1083,-15.5,-18.5,0,0,0
1084,-15.5,-17.5,0,0,0
1085,-15.5,-16.5,0,0,0
1086,-15.5,-15.5,0,0,0
1087,-15.5,-14.5,0,0,0
1088,-15.5,-13.5,0,0,0
1132,-14.5,-29.5,0,0,0
1133,-14.5,-28.5,0,0,0
1134,-14.5,-27.5,0,0,0
1135,-14.5,-26.5,0,0,0
1136,-14.5,-25.5,0,0,0
1137,-14.5,-24.5,0,0,0
1138,-14.5,-23.5,0,0,0
1139,-14.5,-22.5,0,0,0
1140,-14.5,-21.5,0,0,0
1141,-14.5,-20.5,0,0,0
1142,-14.5,-19.5,0,0,0
1143,-14.5,-18.5,0,0,0
1144,-14.5,-17.5,0,0,0
1145,-14.5,-16.5,0,0,0
1146,-14.5,-15.5,0,0,0
1147,-14.5,-14.5,0,0,0
1148,-14.5,-13.5,0,0,0
1192,-13.5,-29.5,0,0,0
1193,-13.5,-28.5,0,0,0
1194,-13.5,-27.5,0,0,0
1195,-13.5,-26.5,0,0,0
1196,-13.5,-25.5,0,0,0
1197,-13.5,-24.5,0,0,0
1198,-13.5,-23.5,0,0,0
1199,-13.5,-22.5,0,0,0
1200,-13.5,-21.5,0,0,0
1201,-13.5,-20.5,0,0,0
1202,-13.5,-19.5,0,0,0
1203,-13.5,-18.5,0,0,0
1204,-13.5,-17.5,0,0,0
1205,-13.5,-16.5,0,0,0
1206,-13.5,-15.5,0,0,0
1207,-13.5,-14.5,0,0,0
1252,-12.5,-29.5,0,0,0
1253,-12.5,-28.5,0,0,0
1254,-12.5,-27.5,0,0,0
1255,-12.5,-26.5,0,0,0
1256,-12.5,-25.5,0,0,0
1257,-12.5,-24.5,0,0,0
1258,-12.5,-23.5,0,0,0
1259,-12.5,-22.5,0,0,0
1260,-12.5,-21.5,0,0,0
1261,-12.5,-20.5,0,0,0
1262,-12.5,-19.5,0,0,0
1263,-12.5,-18.5,0,0,0
1264,-12.5,-17.5,0,0,0
1265,-12.5,-16.5,0,0,0
1266,-12.5,-15.5,0,0,0
1267,-12.5,-14.5,0,0,0
1312,-11.5,-29.5,0,0,0
1313,-11.5,-28.5,0,0,0
1314,-11.5,-27.5,0,0,0
1315,-11.5,-26.5,0,0,0
1316,-11.5,-25.5,0,0,0
1317,-11.5,-24.5,0,0,0
1318,-11.5,-23.5,0,0,0
1319,-11.5,-22.5,0,0,0
1320,-11.5,-21.5,0,0,0
1321,-11.5,-20.5,0,0,0
1322,-11.5,-19.5,0,0,0
1323,-11.5,-18.5,0,0,0
1324,-11.5,-17.5,0,0,0
1325,-11.5,-16.5,0,0,0
1326,-11.5,-15.5,0,0,0
1327,-11.5,-14.5,0,0,0
1372,-10.5,-29.5,0,0,0
1373,-10.5,-28.5,0,0,0
1374,-10.5,-27.5,0,0,0
1375,-10.5,-26.5,0,0,0
1376,-10.5,-25.5,0,0,0
1377,-10.5,-24.5,0,0,0
1378,-10.5,-23.5,0,0,0
1379,-10.5,-22.5,0,0,0
1380,-10.5,-21.5,0,0,0
1381,-10.5,-20.5,0,0,0
1382,-10.5,-19.5,0,0,0
1383,-10.5,-18.5,0,0,0
1384,-10.5,-17.5,0,0,0
1385,-10.5,-16.5,0,0,0
1386,-10.5,-15.5,0,0,0
1387,-10.5,-14.5,0,0,0
1432,-9.5,-29.5,0,0,0
1433,-9.5,-28.5,0,0,0
1434,-9.5,-27.5,0,0,0
1435,-9.5,-26.5,0,0,0
1436,-9.5,-25.5,0,0,0
1437,-9.5,-24.5,0,0,0
1438,-9.5,-23.5,0,0,0
1439,-9.5,-22.5,0,0,0
1440,-9.5,-21.5,0,0,0
1441,-9.5,-20.5,0,0,0
1442,-9.5,-19.5,0,0,0
1443,-9.5,-18.5,0,0,0
1444,-9.5,-17.5,0,0,0
1445,-9.5,-16.5,0,0,0
1446,-9.5,-15.5,0,0,0
1447,-9.5,-14.5,0,0,0
1492,-8.5,-29.5,0,0,0
1493,-8.5,-28.5,0,0,0
1494,-8.5,-27.5,0,0,0
1495,-8.5,-26.5,0,0,0
1496,-8.5,-25.5,0,0,0
1497,-8.5,-24.5,0,0,0
1498,-8.5,-23.5,0,0,0
1499,-8.5,-22.5,0,0,0
1500,-8.5,-21.5,0,0,0
1501,-8.5,-20.5,0,0,0
1502,-8.5,-19.5,0,0,0
1503,-8.5,-18.5,0,0,0
1504,-8.5,-17.5,0,0,0
1505,-8.5,-16.5,0,0,0
1506,-8.5,-15.5,0,0,0
1552,-7.5,-29.5,0,0,0
1553,-7.5,-28.5,0,0,0
1554,-7.5,-27.5,0,0,0
1555,-7.5,-26.5,0,0,0
1556,-7.5,-25.5,0,0,0
1557,-7.5,-24.5,0,0,0
1558,-7.5,-23.5,0,0,0
1559,-7.5,-22.5,0,0,0
1560,-7.5,-21.5,0,0,0
1561,-7.5,-20.5,0,0,0
1562,-7.5,-19.5,0,0,0
1563,-7.5,-18.5,0,0,0
1564,-7.5,-17.5,0,0,0
1565,-7.5,-16.5,0,0,0
1566,-7.5,-15.5,0,0,0
1612,-6.5,-29.5,0,0,0
1613,-6.5,-28.5,0,0,0
1614,-6.5,-27.5,0,0,0
1615,-6.5,-26.5,0,0,0
1616,-6.5,-25.5,0,0,0
1617,-6.5,-24.5,0,0,0
1618,-6.5,-23.5,0,0,0
1619,-6.5,-22.5,0,0,0
1620,-6.5,-21.5,0,0,0
1621,-6.5,-20.5,0,0,0
1622,-6.5,-19.5,0,0,0
1623,-6.5,-18.5,0,0,0
1624,-6.5,-17.5,0,0,0
1625,-6.5,-16.5,0,0,0
1626,-6.5,-15.5,0,0,0
1672,-5.5,-29.5,0,0,0
1673,-5.5,-28.5,0,0,0
1674,-5.5,-27.5,0,0,0
1675,-5.5,-26.5,0,0,0
1676,-5.5,-25.5,0,0,0
1677,-5.5,-24.5,0,0,0
1678,-5.5,-23.5,0,0,0
1679,-5.5,-22.5,0,0,0
1680,-5.5,-21.5,0,0,0
1681,-5.5,-20.5,0,0,0
1682,-5.5,-19.5,0,0,0
1683,-5.5,-18.5,0,0,0
1684,-5.5,-17.5,0,0,0
1685,-5.5,-16.5,0,0,0
1686,-5.5,-15.5,0,0,0
1732,-4.5,-29.5,0,0,0
1733,-4.5,-28.5,0,0,0
1734,-4.5,-27.5,0,0,0
1735,-4.5,-26.5,0,0,0
1736,-4.5,-25.5,0,0,0
1737,-4.5,-24.5,0,0,0
1738,-4.5,-23.5,0,0,0
1739,-4.5,-22.5,0,0,0
1740,-4.5,-21.5,0,0,0
1741,-4.5,-20.5,0,0,0
1742,-4.5,-19.5,0,0,0
1743,-4.5,-18.5,0,0,0
1792,-3.5,-29.5,0,0,0
1793,-3.5,-28.5,0,0,0
1794,-3.5,-27.5,0,0,0
1795,-3.5,-26.5,0,0,0
1796,-3.5,-25.5,0,0,0
809,-20.5,-4.5,0,0,0
810,-20.5,-3.5,0,0,0
811,-20.5,-2.5,0,0,0
858,-19.5,-11.5,0,0,0
860,-19.5,-9.5,0,0,0
861,-19.5,-8.5,0,0,0
862,-19.5,-7.5,0,0,0
863,-19.5,-6.5,0,0,0
864,-19.5,-5.5,0,0,0
865,-19.5,-4.5,0,0,0
866,-19.5,-3.5,0,0,0
867,-19.5,-2.5,0,0,0
913,-18.5,-12.5,0,0,0
914,-18.5,-11.5,0,0,0
915,-18.5,-10.5,0,0,0
916,-18.5,-9.5,0,0,0
917,-18.5,-8.5,0,0,0
918,-18.5,-7.5,0,0,0
919,-18.5,-6.5,0,0,0
920,-18.5,-5.5,0,0,0
921,-18.5,-4.5,0,0,0
922,-18.5,-3.5,0,0,0
923,-18.5,-2.5,0,0,0
969,-17.5,-12.5,0,0,0
970,-17.5,-11.5,0,0,0
971,-17.5,-10.5,0,0,0
972,-17.5,-9.5,0,0,0
973,-17.5,-8.5,0,0,0
974,-17.5,-7.5,0,0,0
975,-17.5,-6.5,0,0,0
976,-17.5,-5.5,0,0,0
977,-17.5,-4.5,0,0,0
978,-17.5,-3.5,0,0,0
979,-17.5,-2.5,0,0,0
980,-17.5,-1.5,0,0,0
981,-17.5,-0.5,0,0,0
982,-17.5,0.5,0,0,0
1029,-16.5,-12.5,0,0,0
1030,-16.5,-11.5,0,0,0
1031,-16.5,-10.5,0,0,0
1032,-16.5,-9.5,0,0,0
1033,-16.5,-8.5,0,0,0
1034,-16.5,-7.5,0,0,0
1035,-16.5,-6.5,0,0,0
1036,-16.5,-5.5,0,0,0
1037,-16.5,-4.5,0,0,0
1038,-16.5,-3.5,0,0,0
1039,-16.5,-2.5,0,0,0
1040,-16.5,-1.5,0,0,0
1041,-16.5,-0.5,0,0,0
1042,-16.5,0.5,0,0,0
1089,-15.5,-12.5,0,0,0
1090,-15.5,-11.5,0,0,0
1091,-15.5,-10.5,0,0,0
1092,-15.5,-9.5,0,0,0
1093,-15.5,-8.5,0,0,0
1094,-15.5,-7.5,0,0,0
1095,-15.5,-6.5,0,0,0
1096,-15.5,-5.5,0,0,0
1097,-15.5,-4.5,0,0,0
1098,-15.5,-3.5,0,0,0
1099,-15.5,-2.5,0,0,0
1100,-15.5,-1.5,0,0,0
1101,-15.5,-0.5,0,0,0
1102,-15.5,0.5,0,0,0
1103,-15.5,1.5,0,0,0
1149,-14.5,-12.5,0,0,0
1150,-14.5,-11.5,0,0,0
1151,-14.5,-10.5,0,0,0
1152,-14.5,-9.5,0,0,0
1153,-14.5,-8.5,0,0,0
1154,-14.5,-7.5,0,0,0
1155,-14.5,-6.5,0,0,0
1156,-14.5,-5.5,0,0,0
1157,-14.5,-4.5,0,0,0
1158,-14.5,-3.5,0,0,0
1159,-14.5,-2.5,0,0,0
1160,-14.5,-1.5,0,0,0
1161,-14.5,-0.5,0,0,0
1162,-14.5,0.5,0,0,0
1163,-14.5,1.5,0,0,0
1208,-13.5,-13.5,0,0,0
1209,-13.5,-12.5,0,0,0
1210,-13.5,-11.5,0,0,0
1211,-13.5,-10.5,0,0,0
1212,-13.5,-9.5,0,0,0
1213,-13.5,-8.5,0,0,0
1214,-13.5,-7.5,0,0,0
1215,-13.5,-6.5,0,0,0
1216,-13.5,-5.5,0,0,0
1217,-13.5,-4.5,0,0,0
1218,-13.5,-3.5,0,0,0
1219,-13.5,-2.5,0,0,0
1220,-13.5,-1.5,0,0,0
1221,-13.5,-0.5,0,0,0
1222,-13.5,0.5,0,0,0
1223,-13.5,1.5,0,0,0
1268,-12.5,-13.5,0,0,0
1269,-12.5,-12.5,0,0,0
1270,-12.5,-11.5,0,0,0
1271,-12.5,-10.5,0,0,0
1272,-12.5,-9.5,0,0,0
1273,-12.5,-8.5,0,0,0
1274,-12.5,-7.5,0,0,0
1275,-12.5,-6.5,0,0,0
1276,-12.5,-5.5,0,0,0
1277,-12.5,-4.5,0,0,0
1278,-12.5,-3.5,0,0,0
1279,-12.5,-2.5,0,0,0
1280,-12.5,-1.5,0,0,0
1281,-12.5,-0.5,0,0,0
1282,-12.5,0.5,0,0,0
1283,-12.5,1.5,0,0,0
1284,-12.5,2.5,0,0,0
1328,-11.5,-13.5,0,0,0
1329,-11.5,-12.5,0,0,0
1330,-11.5,-11.5,0,0,0
1331,-11.5,-10.5,0,0,0
1332,-11.5,-9.5,0,0,0
1333,-11.5,-8.5,0,0,0
1334,-11.5,-7.5,0,0,0
1335,-11.5,-6.5,0,0,0
1336,-11.5,-5.5,0,0,0
1337,-11.5,-4.5,0,0,0
1338,-11.5,-3.5,0,0,0
1339,-11.5,-2.5,0,0,0
1340,-11.5,-1.5,0,0,0
1341,-11.5,-0.5,0,0,0
1342,-11.5,0.5,0,0,0
1343,-11.5,1.5,0,0,0
1344,-11.5,2.5,0,0,0
1388,-10.5,-13.5,0,0,0
1389,-10.5,-12.5,0,0,0
1390,-10.5,-11.5,0,0,0
1391,-10.5,-10.5,0,0,0
1392,-10.5,-9.5,0,0,0
1393,-10.5,-8.5,0,0,0
1394,-10.5,-7.5,0,0,0
1395,-10.5,-6.5,0,0,0
1396,-10.5,-5.5,0,0,0
1397,-10.5,-4.5,0,0,0
1398,-10.5,-3.5,0,0,0
1399,-10.5,-2.5,0,0,0
1400,-10.5,-1.5,0,0,0
1401,-10.5,-0.5,0,0,0
1402,-10.5,0.5,0,0,0
1403,-10.5,1.5,0,0,0
1404,-10.5,2.5,0,0,0
1448,-9.5,-13.5,0,0,0
1449,-9.5,-12.5,0,0,0
1450,-9.5,-11.5,0,0,0
1451,-9.5,-10.5,0,0,0
1452,-9.5,-9.5,0,0,0
1453,-9.5,-8.5,0,0,0
1454,-9.5,-7.5,0,0,0
1455,-9.5,-6.5,0,0,0
1456,-9.5,-5.5,0,0,0
1457,-9.5,-4.5,0,0,0
1458,-9.5,-3.5,0,0,0
1459,-9.5,-2.5,0,0,0
1460,-9.5,-1.5,0,0,0
1461,-9.5,-0.5,0,0,0
1462,-9.5,0.5,0,0,0
1463,-9.5,1.5,0,0,0
1464,-9.5,2.5,0,0,0
1465,-9.5,3.5,0,0,0
1507,-8.5,-14.5,0,0,0
1508,-8.5,-13.5,0,0,0
1509,-8.5,-12.5,0,0,0
1510,-8.5,-11.5,0,0,0
1511,-8.5,-10.5,0,0,0
1512,-8.5,-9.5,0,0,0
1513,-8.5,-8.5,0,0,0
1514,-8.5,-7.5,0,0,0
1515,-8.5,-6.5,0,0,0
1516,-8.5,-5.5,0,0,0
1517,-8.5,-4.5,0,0,0
1518,-8.5,-3.5,0,0,0
1519,-8.5,-2.5,0,0,0
1520,-8.5,-1.5,0,0,0
1521,-8.5,-0.5,0,0,0
1522,-8.5,0.5,0,0,0
1523,-8.5,1.5,0,0,0
1524,-8.5,2.5,0,0,0
1525,-8.5,3.5,0,0,0
1567,-7.5,-14.5,0,0,0
1568,-7.5,-13.5,0,0,0
1569,-7.5,-12.5,0,0,0
1570,-7.5,-11.5,0,0,0
1571,-7.5,-10.5,0,0,0
1572,-7.5,-9.5,0,0,0
1573,-7.5,-8.5,0,0,0
1574,-7.5,-7.5,0,0,0
1575,-7.5,-6.5,0,0,0
1576,-7.5,-5.5,0,0,0
1577,-7.5,-4.5,0,0,0
1578,-7.5,-3.5,0,0,0
1579,-7.5,-2.5,0,0,0
1580,-7.5,-1.5,0,0,0
1581,-7.5,-0.5,0,0,0
